campaign_tag,sample_id,sample_index,method_order,method_key,method_label,method_group,schedule_mode,shots,target_selection_mode,target_fraction,jzz,hx,hz,threshold,bad_count,bad_rate
commeff_tfim_8qubit_highNoise,H00000,0,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-1.022768208338797,1.0429285161955684,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00000,0,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.022768208338797,1.0429285161955684,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00000,0,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.022768208338797,1.0429285161955684,0.0,0.05,97,0.97
commeff_tfim_8qubit_highNoise,H00000,0,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.022768208338797,1.0429285161955684,0.0,0.1,43,0.43
commeff_tfim_8qubit_highNoise,H00000,0,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.022768208338797,1.0429285161955684,0.0,0.2,1,0.01
commeff_tfim_8qubit_highNoise,H00000,0,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.022768208338797,1.0429285161955684,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00000,0,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.022768208338797,1.0429285161955684,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00000,0,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.022768208338797,1.0429285161955684,0.0,0.05,97,0.97
commeff_tfim_8qubit_highNoise,H00000,0,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.022768208338797,1.0429285161955684,0.0,0.1,5,0.05
commeff_tfim_8qubit_highNoise,H00000,0,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.022768208338797,1.0429285161955684,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00000,0,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.022768208338797,1.0429285161955684,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00000,0,9,shot_100,shot_100,shot,,100,,,-1.022768208338797,1.0429285161955684,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00000,0,9,shot_100,shot_100,shot,,100,,,-1.022768208338797,1.0429285161955684,0.0,0.05,100,1.0
commeff_tfim_8qubit_highNoise,H00000,0,9,shot_100,shot_100,shot,,100,,,-1.022768208338797,1.0429285161955684,0.0,0.1,73,0.73
commeff_tfim_8qubit_highNoise,H00000,0,9,shot_100,shot_100,shot,,100,,,-1.022768208338797,1.0429285161955684,0.0,0.2,6,0.06
commeff_tfim_8qubit_highNoise,H00000,0,9,shot_100,shot_100,shot,,100,,,-1.022768208338797,1.0429285161955684,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,1,clean,clean,clean,,,,,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,1,clean,clean,clean,,,,,0.9185630992485563,-1.9134118252881938,0.0,0.05,91,0.91
commeff_tfim_8qubit_highNoise,H00001,1,1,clean,clean,clean,,,,,0.9185630992485563,-1.9134118252881938,0.0,0.1,56,0.56
commeff_tfim_8qubit_highNoise,H00001,1,1,clean,clean,clean,,,,,0.9185630992485563,-1.9134118252881938,0.0,0.2,2,0.02
commeff_tfim_8qubit_highNoise,H00001,1,1,clean,clean,clean,,,,,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,2,full,full,full_noise,staged_prob_schedule,,,1.0,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,2,full,full,full_noise,staged_prob_schedule,,,1.0,0.9185630992485563,-1.9134118252881938,0.0,0.05,3,0.03
commeff_tfim_8qubit_highNoise,H00001,1,2,full,full,full_noise,staged_prob_schedule,,,1.0,0.9185630992485563,-1.9134118252881938,0.0,0.1,2,0.02
commeff_tfim_8qubit_highNoise,H00001,1,2,full,full,full_noise,staged_prob_schedule,,,1.0,0.9185630992485563,-1.9134118252881938,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,2,full,full,full_noise,staged_prob_schedule,,,1.0,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.05,97,0.97
commeff_tfim_8qubit_highNoise,H00001,1,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.1,87,0.87
commeff_tfim_8qubit_highNoise,H00001,1,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.2,15,0.15
commeff_tfim_8qubit_highNoise,H00001,1,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.05,95,0.95
commeff_tfim_8qubit_highNoise,H00001,1,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.1,81,0.81
commeff_tfim_8qubit_highNoise,H00001,1,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.2,4,0.04
commeff_tfim_8qubit_highNoise,H00001,1,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.05,3,0.03
commeff_tfim_8qubit_highNoise,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.1,2,0.02
commeff_tfim_8qubit_highNoise,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.05,86,0.86
commeff_tfim_8qubit_highNoise,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.1,66,0.66
commeff_tfim_8qubit_highNoise,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.2,3,0.03
commeff_tfim_8qubit_highNoise,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.05,77,0.77
commeff_tfim_8qubit_highNoise,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.1,62,0.62
commeff_tfim_8qubit_highNoise,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.2,2,0.02
commeff_tfim_8qubit_highNoise,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.05,15,0.15
commeff_tfim_8qubit_highNoise,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.1,14,0.14
commeff_tfim_8qubit_highNoise,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00001,1,9,shot_100,shot_100,shot,,100,,,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00001,1,9,shot_100,shot_100,shot,,100,,,0.9185630992485563,-1.9134118252881938,0.0,0.05,93,0.93
commeff_tfim_8qubit_highNoise,H00001,1,9,shot_100,shot_100,shot,,100,,,0.9185630992485563,-1.9134118252881938,0.0,0.1,76,0.76
commeff_tfim_8qubit_highNoise,H00001,1,9,shot_100,shot_100,shot,,100,,,0.9185630992485563,-1.9134118252881938,0.0,0.2,2,0.02
commeff_tfim_8qubit_highNoise,H00001,1,9,shot_100,shot_100,shot,,100,,,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,1,clean,clean,clean,,,,,-1.922442538910711,0.8416061333504223,0.0,0.01,96,0.96
commeff_tfim_8qubit_highNoise,H00002,2,1,clean,clean,clean,,,,,-1.922442538910711,0.8416061333504223,0.0,0.05,84,0.84
commeff_tfim_8qubit_highNoise,H00002,2,1,clean,clean,clean,,,,,-1.922442538910711,0.8416061333504223,0.0,0.1,48,0.48
commeff_tfim_8qubit_highNoise,H00002,2,1,clean,clean,clean,,,,,-1.922442538910711,0.8416061333504223,0.0,0.2,2,0.02
commeff_tfim_8qubit_highNoise,H00002,2,1,clean,clean,clean,,,,,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,2,full,full,full_noise,staged_prob_schedule,,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.01,99,0.99
commeff_tfim_8qubit_highNoise,H00002,2,2,full,full,full_noise,staged_prob_schedule,,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.05,17,0.17
commeff_tfim_8qubit_highNoise,H00002,2,2,full,full,full_noise,staged_prob_schedule,,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.1,17,0.17
commeff_tfim_8qubit_highNoise,H00002,2,2,full,full,full_noise,staged_prob_schedule,,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,2,full,full,full_noise,staged_prob_schedule,,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.01,97,0.97
commeff_tfim_8qubit_highNoise,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.05,87,0.87
commeff_tfim_8qubit_highNoise,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.1,64,0.64
commeff_tfim_8qubit_highNoise,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.2,8,0.08
commeff_tfim_8qubit_highNoise,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.01,99,0.99
commeff_tfim_8qubit_highNoise,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.05,88,0.88
commeff_tfim_8qubit_highNoise,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.1,53,0.53
commeff_tfim_8qubit_highNoise,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.2,5,0.05
commeff_tfim_8qubit_highNoise,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.05,13,0.13
commeff_tfim_8qubit_highNoise,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.1,13,0.13
commeff_tfim_8qubit_highNoise,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.01,99,0.99
commeff_tfim_8qubit_highNoise,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.05,87,0.87
commeff_tfim_8qubit_highNoise,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.1,41,0.41
commeff_tfim_8qubit_highNoise,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.2,2,0.02
commeff_tfim_8qubit_highNoise,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.05,55,0.55
commeff_tfim_8qubit_highNoise,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.1,39,0.39
commeff_tfim_8qubit_highNoise,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.2,6,0.06
commeff_tfim_8qubit_highNoise,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.05,49,0.49
commeff_tfim_8qubit_highNoise,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.1,48,0.48
commeff_tfim_8qubit_highNoise,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00002,2,9,shot_100,shot_100,shot,,100,,,-1.922442538910711,0.8416061333504223,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00002,2,9,shot_100,shot_100,shot,,100,,,-1.922442538910711,0.8416061333504223,0.0,0.05,90,0.9
commeff_tfim_8qubit_highNoise,H00002,2,9,shot_100,shot_100,shot,,100,,,-1.922442538910711,0.8416061333504223,0.0,0.1,63,0.63
commeff_tfim_8qubit_highNoise,H00002,2,9,shot_100,shot_100,shot,,100,,,-1.922442538910711,0.8416061333504223,0.0,0.2,3,0.03
commeff_tfim_8qubit_highNoise,H00002,2,9,shot_100,shot_100,shot,,100,,,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00003,3,1,clean,clean,clean,,,,,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00003,3,1,clean,clean,clean,,,,,1.3212546470614317,0.8099413834553117,0.0,0.05,83,0.83
commeff_tfim_8qubit_highNoise,H00003,3,1,clean,clean,clean,,,,,1.3212546470614317,0.8099413834553117,0.0,0.1,45,0.45
commeff_tfim_8qubit_highNoise,H00003,3,1,clean,clean,clean,,,,,1.3212546470614317,0.8099413834553117,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00003,3,1,clean,clean,clean,,,,,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00003,3,2,full,full,full_noise,staged_prob_schedule,,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00003,3,2,full,full,full_noise,staged_prob_schedule,,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.05,29,0.29
commeff_tfim_8qubit_highNoise,H00003,3,2,full,full,full_noise,staged_prob_schedule,,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.1,28,0.28
commeff_tfim_8qubit_highNoise,H00003,3,2,full,full,full_noise,staged_prob_schedule,,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.2,0,0.0
commeff_tfim_8qubit_highNoise,H00003,3,2,full,full,full_noise,staged_prob_schedule,,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
commeff_tfim_8qubit_highNoise,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit_highNoise,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.05,87,0.87
commeff_tfim_8qubit_highNoise,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.1,63,0.63
commeff_tfim_8qubit_highNoise,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.2,5,0.05
commeff_tfim_8qubit_highNoise,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
