campaign_tag,sample_id,sample_index,method_order,method_key,method_label,method_group,schedule_mode,target_selection_mode,target_fraction,jzz,hx,hz,threshold,bad_count,bad_rate
commeff_tfim_8qubit,H00001,1,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.2,6,0.06
commeff_tfim_8qubit,H00001,1,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.05,3,0.03
commeff_tfim_8qubit,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.1,3,0.03
commeff_tfim_8qubit,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.2,0,0.0
commeff_tfim_8qubit,H00001,1,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.05,88,0.88
commeff_tfim_8qubit,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.1,64,0.64
commeff_tfim_8qubit,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.2,4,0.04
commeff_tfim_8qubit,H00001,1,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.05,83,0.83
commeff_tfim_8qubit,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.1,72,0.72
commeff_tfim_8qubit,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.2,10,0.1
commeff_tfim_8qubit,H00001,1,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.05,10,0.1
commeff_tfim_8qubit,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.1,10,0.1
commeff_tfim_8qubit,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.2,1,0.01
commeff_tfim_8qubit,H00001,1,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,0.9185630992485563,-1.9134118252881938,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00002,2,1,clean,clean,clean,,,,-1.922442538910711,0.8416061333504223,0.0,0.01,96,0.96
commeff_tfim_8qubit,H00002,2,1,clean,clean,clean,,,,-1.922442538910711,0.8416061333504223,0.0,0.05,84,0.84
commeff_tfim_8qubit,H00002,2,1,clean,clean,clean,,,,-1.922442538910711,0.8416061333504223,0.0,0.1,48,0.48
commeff_tfim_8qubit,H00002,2,1,clean,clean,clean,,,,-1.922442538910711,0.8416061333504223,0.0,0.2,2,0.02
commeff_tfim_8qubit,H00002,2,1,clean,clean,clean,,,,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00002,2,2,full,full,full_noise,staged_prob_schedule,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00002,2,2,full,full,full_noise,staged_prob_schedule,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.05,38,0.38
commeff_tfim_8qubit,H00002,2,2,full,full,full_noise,staged_prob_schedule,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.1,38,0.38
commeff_tfim_8qubit,H00002,2,2,full,full,full_noise,staged_prob_schedule,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.2,0,0.0
commeff_tfim_8qubit,H00002,2,2,full,full,full_noise,staged_prob_schedule,,1.0,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.01,96,0.96
commeff_tfim_8qubit,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.05,89,0.89
commeff_tfim_8qubit,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.1,69,0.69
commeff_tfim_8qubit,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.2,13,0.13
commeff_tfim_8qubit,H00002,2,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.01,98,0.98
commeff_tfim_8qubit,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.05,91,0.91
commeff_tfim_8qubit,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.1,53,0.53
commeff_tfim_8qubit,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.2,3,0.03
commeff_tfim_8qubit,H00002,2,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.05,45,0.45
commeff_tfim_8qubit,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.1,44,0.44
commeff_tfim_8qubit,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.2,0,0.0
commeff_tfim_8qubit,H00002,2,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.01,98,0.98
commeff_tfim_8qubit,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.05,84,0.84
commeff_tfim_8qubit,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.1,50,0.5
commeff_tfim_8qubit,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.2,5,0.05
commeff_tfim_8qubit,H00002,2,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.05,42,0.42
commeff_tfim_8qubit,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.1,28,0.28
commeff_tfim_8qubit,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.2,8,0.08
commeff_tfim_8qubit,H00002,2,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.01,99,0.99
commeff_tfim_8qubit,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.05,37,0.37
commeff_tfim_8qubit,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.1,37,0.37
commeff_tfim_8qubit,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.2,0,0.0
commeff_tfim_8qubit,H00002,2,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,-1.922442538910711,0.8416061333504223,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00003,3,1,clean,clean,clean,,,,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00003,3,1,clean,clean,clean,,,,1.3212546470614317,0.8099413834553117,0.0,0.05,83,0.83
commeff_tfim_8qubit,H00003,3,1,clean,clean,clean,,,,1.3212546470614317,0.8099413834553117,0.0,0.1,45,0.45
commeff_tfim_8qubit,H00003,3,1,clean,clean,clean,,,,1.3212546470614317,0.8099413834553117,0.0,0.2,0,0.0
commeff_tfim_8qubit,H00003,3,1,clean,clean,clean,,,,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00003,3,2,full,full,full_noise,staged_prob_schedule,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00003,3,2,full,full,full_noise,staged_prob_schedule,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.05,43,0.43
commeff_tfim_8qubit,H00003,3,2,full,full,full_noise,staged_prob_schedule,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.1,43,0.43
commeff_tfim_8qubit,H00003,3,2,full,full,full_noise,staged_prob_schedule,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.2,0,0.0
commeff_tfim_8qubit,H00003,3,2,full,full,full_noise,staged_prob_schedule,,1.0,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.01,99,0.99
commeff_tfim_8qubit,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.05,90,0.9
commeff_tfim_8qubit,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.1,66,0.66
commeff_tfim_8qubit,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.2,7,0.07
commeff_tfim_8qubit,H00003,3,3,top10_fixed,top10_fixed,targeted_pauli,staged_prob_schedule,top,0.1,1.3212546470614317,0.8099413834553117,0.0,0.3,1,0.01
commeff_tfim_8qubit,H00003,3,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00003,3,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,1.3212546470614317,0.8099413834553117,0.0,0.05,84,0.84
commeff_tfim_8qubit,H00003,3,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,1.3212546470614317,0.8099413834553117,0.0,0.1,41,0.41
commeff_tfim_8qubit,H00003,3,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,1.3212546470614317,0.8099413834553117,0.0,0.2,2,0.02
commeff_tfim_8qubit,H00003,3,4,top50_fixed,top50_fixed,targeted_pauli,staged_prob_schedule,top,0.5,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00003,3,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00003,3,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,1.3212546470614317,0.8099413834553117,0.0,0.05,29,0.29
commeff_tfim_8qubit,H00003,3,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,1.3212546470614317,0.8099413834553117,0.0,0.1,29,0.29
commeff_tfim_8qubit,H00003,3,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,1.3212546470614317,0.8099413834553117,0.0,0.2,0,0.0
commeff_tfim_8qubit,H00003,3,5,top90_fixed,top90_fixed,targeted_pauli,staged_prob_schedule,top,0.9,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00003,3,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00003,3,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,1.3212546470614317,0.8099413834553117,0.0,0.05,86,0.86
commeff_tfim_8qubit,H00003,3,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,1.3212546470614317,0.8099413834553117,0.0,0.1,47,0.47
commeff_tfim_8qubit,H00003,3,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,1.3212546470614317,0.8099413834553117,0.0,0.2,2,0.02
commeff_tfim_8qubit,H00003,3,6,bottom10_fixed,bottom10_fixed,targeted_pauli,staged_prob_schedule,bottom,0.1,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00003,3,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
commeff_tfim_8qubit,H00003,3,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,1.3212546470614317,0.8099413834553117,0.0,0.05,48,0.48
commeff_tfim_8qubit,H00003,3,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,1.3212546470614317,0.8099413834553117,0.0,0.1,31,0.31
commeff_tfim_8qubit,H00003,3,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,1.3212546470614317,0.8099413834553117,0.0,0.2,3,0.03
commeff_tfim_8qubit,H00003,3,7,bottom50_fixed,bottom50_fixed,targeted_pauli,staged_prob_schedule,bottom,0.5,1.3212546470614317,0.8099413834553117,0.0,0.3,0,0.0
commeff_tfim_8qubit,H00003,3,8,bottom90_fixed,bottom90_fixed,targeted_pauli,staged_prob_schedule,bottom,0.9,1.3212546470614317,0.8099413834553117,0.0,0.01,100,1.0
